,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,label
2375,2.828,-3.434,-1.716,,,-2.222,-0.931,-0.284,-1.898,1.353,,-0.296,,-2.263,-3.1058183,-2.9984345,2.905541,A
2376,4.291,,-0.011,-0.983,-1.449,7.564,2.067,,-2.067,0.188,0.459,,-1.726,-1.995,-5.342515,3.6534348,7.498991,B
2377,4.595,-5.797,-2.688,-2.301,-1.38,-1.64,0.558,-1.887,4.062,0.086,-1.924,,0.563,-0.093,,,-1.1046906,A
2378,-2.95,4.737,-3.118,-2.158,,1.082,-1.428,-3.126,0.543,-1.332,2.089,,-1.41,0.579,,-2.2345128,,G
2379,3.835,8.846,-4.027,1.162,1.862,0.574,-0.898,-0.471,0.24,0.4,-1.13,0.532,,0.55,3.585607,1.9298956,-3.8845696,G
2380,,-4.039,-2.774,-3.613,,,0.372,1.367,0.971,-0.897,-0.781,,0.374,1.159,-6.791162,,2.9661794,A
2381,0.26,-4.952,-1.525,-2.835,-2.438,-3.081,-1.757,-0.171,,,-2.542,3.073,,-0.374,,-3.1342435,-2.3983068,A
2382,11.891,-4.26,-1.748,-1.936,1.44,-0.942,1.058,-0.271,,0.3,0.545,-1.533,-0.044,0.188,,-2.5433824,3.7587419,A
2383,,,0.301,1.214,1.447,1.567,-0.554,2.436,1.985,-1.149,,,0.201,-0.845,4.012577,2.9298954,-4.695426,E
2384,2.334,1.019,3.816,-0.227,-2.988,8.785,2.101,0.112,-1.755,-0.034,0.022,0.152,1.346,-0.079,-3.5923128,5.2918777,6.128642,B
2385,-1.509,-2.948,0.907,2.052,-3.457,-0.768,-3.798,-1.195,0.011,0.671,,,-1.629,,,0.849,-2.0882874,A
2386,-0.42,-0.206,2.949,-0.239,-4.255,-3.234,0.569,0.008,,,-0.427,-2.355,1.22,-1.934,0.98134184,-2.020948,-2.565415,B
2387,-5.475,0.412,-4.38,-1.463,-0.685,-0.308,,-0.817,0.055,-0.261,1.505,-0.743,2.127,-0.359,,-2.2109652,5.3274326,G
2388,0.707,-0.549,4.399,3.182,,,1.832,-1.474,-1.56,2.29,1.232,1.799,-0.95,,6.618065,,-3.6840398,B
2389,-0.189,1.511,2.998,-2.1,-2.074,1.503,-0.142,-1.341,-1.076,-1.501,-1.672,0.039,3.457,0.957,,-0.05634761,1.1094875,B
2390,-4.727,-3.87,-4.459,2.288,-2.267,-0.369,-1.593,1.347,-0.745,-0.701,0.431,1.336,,0.553,5.00757,1.544913,-3.216,A
2391,0.656,0.709,1.941,,-3.33,-1.325,-3.786,-0.999,0.202,,-0.141,-0.775,-1.709,0.49,5.235453,0.9829303,-4.5223045,A
2392,,-0.739,2.427,-2.142,4.633,-0.197,-1.411,0.446,0.92,-3.888,0.505,-0.111,1.258,-0.831,-5.379846,-2.236252,4.50781,E
2393,11.823,-4.845,,-2.692,1.215,0.173,-0.148,2.284,1.328,0.385,-0.245,0.288,,-0.997,-6.055082,-2.1111217,4.147832,A
2394,0.205,4.755,2.057,-2.042,,-3.259,-1.109,,,-0.79,-1.678,0.699,-3.285,-1.403,-1.9726353,-2.9843652,-2.090984,G
2395,-4.994,2.244,-5.185,-0.905,-0.844,1.072,-0.609,-0.582,-0.736,-0.099,0.73,-0.671,,-0.018,,-0.47761735,3.7058344,G
2396,0.4,-1.827,-1.012,3.903,-3.895,-1.689,-4.675,-2.439,0.527,0.229,,-1.048,-1.233,0.752,,,-4.7758746,A
2397,8.404,-3.194,-2.725,-3.206,0.961,-1.666,-1.009,0.663,-0.269,-0.528,1.827,-2.218,,-0.474,-8.614251,-4.7364435,8.037237,A
2398,,1.46,5.45,,-1.578,-4.214,-0.876,0.403,-1.117,4.512,-1.497,0.716,0.931,0.04,-0.43934906,,-3.3445673,A
2399,-6.467,-0.953,-1.706,,-2.504,1.608,-1.048,1.704,-2.04,-0.919,-0.287,-0.683,-0.784,0.413,,-0.5057825,3.6647396,B
2400,-7.735,-3.365,-2.308,-0.638,0.371,-0.99,-0.465,1.029,-1.122,-0.667,,-1.301,-0.93,0.811,-0.36004728,-0.7785826,,E
2401,11.348,-5.678,-2.595,,0.839,0.679,0.11,0.208,1.837,0.654,-0.337,-0.594,-1.742,0.239,,-2.641765,6.018784,A
2402,1.39,3.197,3.668,-1.27,-2.276,,-0.099,1.4,0.643,-1.648,0.589,0.119,-1.435,,-5.479053,2.158635,7.0229583,B
2403,-4.427,-1.719,-0.858,-0.727,-1.529,1.488,,0.548,-1.754,0.481,2.039,0.448,-0.762,2.083,-4.1736956,-0.7111913,6.3402452,B
2404,-7.269,-2.546,,-1.314,1.405,0.104,3.637,0.593,-1.213,,1.546,,-0.494,-0.012,-4.57544,-1.8437738,,E
2405,,-4.193,-2.403,-2.061,1.892,1.895,0.191,0.121,-0.253,0.845,0.598,,-1.551,-0.416,-6.0076146,-0.9021392,5.9183865,A
2406,3.038,,3.445,4.586,-0.217,1.272,-1.259,-0.721,,-0.654,0.453,0.629,-1.073,0.525,9.737601,4.559678,-5.976786,B
2407,4.274,-2.596,2.145,,,-2.515,1.274,-0.202,-1.009,1.302,-1.331,1.055,2.672,-2.049,,-1.8975046,-2.4379735,A
2408,2.475,1.424,4.381,,5.409,2.713,,1.707,-0.04,,-0.273,-0.748,0.81,0.711,6.2114644,4.420843,-3.8057592,E
2409,0.842,-1.912,4.309,3.817,3.953,-0.259,-1.389,,-0.88,4.519,1.224,-2.583,,0.703,7.7412944,2.5502954,-4.105936,E
2410,-7.27,-3.258,-0.353,-0.486,1.478,0.643,-0.155,0.625,0.855,-1.903,-0.358,-1.474,-0.801,0.32,-1.0013527,0.15740871,0.5072495,E
2411,3.563,4.508,4.432,-1.341,-1.311,0.416,0.943,2.062,0.122,-0.214,2.399,0.418,-2.134,-1.413,-5.5722265,-2.0947042,7.4114017,A
2412,-6.279,-3.109,-3.424,1.519,-0.562,-0.199,-1.922,3.188,-2.164,,-0.11,0.295,-0.373,0.892,3.6922352,,,E
2413,-6.502,-1.414,0.876,-2.114,0.342,-0.04,,0.139,-0.259,-0.577,-2.029,,-1.609,,,-0.8576261,-0.5949576,E
2414,2.175,,-5.122,0.702,2.385,-0.283,,,,0.903,-1.051,1.23,-1.24,0.177,2.7412205,0.95418257,-3.5051875,G
2415,-7.027,-0.66,-0.014,-2.055,-0.575,,2.406,,-1.224,0.225,1.799,0.916,,0.431,-5.9875674,-3.6039915,6.1636004,E
2416,,-1.625,4.625,0.671,6.227,1.52,0.658,-1.262,1.643,-1.264,-0.522,2.301,3.079,0.402,1.5320824,1.7938609,-1.2061303,E
2417,3.661,1.1,-0.59,6.814,-2.192,,3.137,1.037,0.543,-4.897,-2.889,-0.943,0.179,-1.205,20.054354,,,A
2418,-3.129,-2.978,-2.934,2.245,,-2.537,-4.645,0.638,1.748,,-0.569,0.527,-2.258,1.159,6.6280756,0.64581716,-6.5859404,A
2419,-1.227,5.037,-3.614,-2.261,-1.408,2.953,-0.117,0.722,2.158,-0.904,0.887,1.219,0.275,-1.338,-7.1173096,,7.530108,G
2420,,-1.662,4.187,0.764,3.438,0.805,-1.555,,1.965,-2.112,-0.92,-2.678,1.028,-0.113,2.3807151,1.6243478,-2.63687,E
2421,,5.691,,1.24,1.651,-0.876,-1.266,-0.473,,0.074,0.32,0.667,-0.679,-1.005,2.8645527,0.37120008,-2.0057926,G
2422,,-3.453,,1.904,-2.882,-3.941,1.368,1.076,0.45,0.892,-1.77,-1.354,3.465,-0.236,7.48848,0.065547824,-9.367209,A
2423,-3.996,2.342,-2.948,-1.481,-0.415,-1.793,-0.463,0.383,0.111,-0.512,,-0.594,-2.655,-0.489,-3.8482869,-2.943226,3.518788,G
2424,,8.12,-2.353,1.038,,-0.74,0.137,-0.082,0.145,1.583,-0.607,-0.839,0.292,1.39,3.247531,0.7401651,-3.4640355,G
2425,,,-1.822,-2.864,-2.861,3.978,0.814,,-2.957,-0.338,-1.644,-0.885,-1.273,0.705,-6.417445,0.8149912,4.059594,A
2426,-6.558,-4.215,,,0.508,0.089,-0.89,-0.116,1.451,-1.81,-0.024,-1.93,0.679,0.317,1.4578812,0.6180522,-1.057265,E
2427,-1.388,4.879,-1.311,-2.935,0.886,-1.839,,,1.51,-2.309,2.377,0.461,-2.298,-1.225,-8.459538,-4.881713,8.587932,G
2428,,2.475,6.257,-2.488,-1.305,-2.588,1.36,-1.789,-3.238,0.888,1.364,1.352,,0.691,,,5.2871523,B
2429,,1.406,-2.908,-1.009,-1.83,0.699,-1.287,-1.312,3.192,0.892,,-0.077,1.883,-1.485,-0.5125296,,-2.1881964,B
2430,-7.083,-2.816,-1.207,-0.855,0.899,-1.075,3.178,0.409,-1.43,,,,-0.069,1.829,-1.9583478,-1.5964435,1.4812386,E
2431,-5.205,-2.68,1.037,-0.16,1.796,,1.502,0.034,2.65,-2.717,-1.377,-2.112,,-0.74,0.8019794,,-2.2313552,E
2432,-2.594,5.044,-1.99,-2.774,-0.637,1.491,-1.372,-0.724,0.557,-0.182,3.005,-1.316,1.314,-1.252,,-2.968113,11.756128,G
2433,-0.665,0.727,2.939,-0.216,2.783,-1.172,-1.551,3.096,-0.692,,1.69,-2.631,0.191,-1.358,-1.7305187,-1.7592523,3.0428698,E
2434,7.028,-5.171,-3.078,-1.812,0.605,0.001,,-0.183,,,1.393,1.022,-1.181,-0.886,-5.5445004,,5.88785,A
2435,,-0.889,-2.496,,-2.817,1.759,0.421,-1.23,-2.465,-0.783,0.159,-0.334,-2.037,-0.372,-2.8960302,0.22160867,3.0164835,B
2436,-0.125,-0.535,3.449,4.382,,-1.363,-0.99,1.971,,4.405,0.534,0.71,3.277,0.326,,2.6923997,-7.1784554,E
2437,-4.904,-3.527,-0.891,,4.267,0.406,-2.133,1.438,-2.281,,0.187,-2.565,1.508,1.424,3.0976255,,-1.843649,E
2438,-4.534,-3.44,,1.487,4.111,0.026,-1.755,1.272,,,,-1.787,1.898,,3.3929405,,-2.4022362,E
2439,-7.235,-3.105,-1.459,0.186,3.337,0.289,0.108,,,-0.307,-0.441,-0.891,-0.267,,0.7575333,,-1.023298,E
2440,-5.717,-3.506,-1.137,0.272,,0.019,2.244,-0.141,-2.666,1.604,0.344,0.328,-0.73,1.209,0.28997576,0.07791306,,E
2441,-2.34,6.441,-5.609,-0.384,-0.347,0.806,-1.128,,2.163,-0.702,0.235,-1.204,0.516,0.107,-1.3960254,0.05423481,1.6481811,G
2442,-4.73,,-4.691,-1.054,-0.369,,-0.577,-2.879,0.127,-1.027,2.033,-0.948,-0.021,-0.783,-5.3125124,-0.29259998,7.604397,G
2443,,0.436,2.556,-0.118,-2.477,8.881,,0.441,-0.79,,,-0.27,0.922,1.818,,6.4578953,1.8553023,B
2444,-0.453,0.307,5.394,3.163,5.959,,-0.873,0.259,2.721,-0.087,1.132,-0.203,-0.148,0.522,5.6389,3.2505739,,E
2445,,7.278,,1.1,1.691,0.966,-1.618,0.672,,0.121,,,0.249,0.868,3.544422,2.243339,-4.0264196,G
2446,-5.892,-3.405,-1.426,0.131,,,4.189,1.23,,0.878,1.667,2.082,-0.706,1.536,-1.3243527,-0.68854785,,E
2447,2.975,-2.078,3.716,6.938,,1.024,-2.913,-1.561,-1.148,0.48,3.893,-1.897,-3.841,,11.937223,,,A
2448,-4.551,-0.601,4.227,-1.946,3.955,-0.966,0.194,-2.262,0.016,-0.487,0.135,1.086,0.293,,-4.3011503,,2.9255278,E
2449,,4.645,3.144,-2.034,-5.088,0.53,-1.022,2.607,-1.181,-2.808,,0.851,-0.012,,-5.637516,-1.8180258,5.335055,B
2450,-1.376,-0.66,,-0.502,-2.221,7.91,1.815,-2.85,-1.503,,-2.696,-0.98,-1.596,-1.193,-1.293304,5.8521047,0.491951,A
2451,-3.084,-1.112,-0.618,-0.934,-3.069,4.724,-1.242,-1.739,,-0.359,-1.959,1.15,-0.285,,,3.1164434,,B
2452,,-2.918,0.438,2.339,0.577,,,0.179,0.445,1.229,-0.144,,2.84,5.64,,0.86250424,-5.5210047,B
2453,1.602,3.485,-4.029,1.003,0.974,3.012,,-1.795,-1.256,-0.147,-0.044,0.908,-1.163,-0.503,,2.7797565,0.17587411,G
2454,-1.342,0.059,4.244,0.376,4.33,-1.025,-0.697,-0.111,-0.253,,1.428,,1.363,0.994,-0.157166,,1.6078982,E
2455,-7.819,-2.845,,-1.08,0.978,0.448,3.116,1.619,,-0.485,1.954,1.41,,0.945,-4.5480895,-1.6271478,6.0868435,E
2456,-6.421,-1.621,-2.244,-1.785,-0.429,,0.148,2.726,-0.749,0.327,,0.865,-1.106,-0.717,-4.129839,-1.631139,3.008788,E
2457,,3.685,3.922,-2.215,3.721,-3.018,-2.19,-1.869,,-2.331,-0.225,2.91,0.342,-1.925,-3.8639114,-3.7040954,1.3141348,E
2458,10.035,-5.061,-1.502,-3.57,1.423,0.135,-0.028,-0.593,1.198,,0.492,-0.562,-1.474,-0.443,-8.788385,-3.263687,7.10204,A
2459,-5.489,,-0.688,-1.535,2.267,,1.171,-1.004,,-1.739,-0.215,0.793,-0.448,-0.618,-3.2640665,-1.3753476,1.9953312,E
2460,-3.309,-3.571,-2.798,3.815,-4.578,-0.594,-1.618,,-0.3,0.344,-0.731,,-1.361,,9.746185,,-8.299036,A
2461,-4.31,4.131,-4.861,-2.021,-0.571,-1.437,1.537,-1.456,4.362,-1.301,1.283,-1.57,0.172,-1.175,-5.423327,-3.293,5.0827174,G
2462,-6.764,-1.745,0.994,-0.902,1.114,-1.454,3.148,-0.56,,,0.837,,,-0.103,,-2.1095393,,E
2463,-1.233,-1.065,-0.833,3.454,-3.939,-1.39,-0.271,1.32,2.737,,,,1.415,-1.691,,3.0209303,-10.365042,A
2464,-1.646,,,,0.243,3.745,0.586,1.296,1.29,0.267,-2.695,-2.861,-0.735,2.398,-1.6770611,2.5578694,-0.8801918,B
2465,,-2.854,-0.162,1.242,1.98,,-1.78,0.649,-0.349,-1.707,-0.578,,1.972,0.309,3.372109,1.4804348,-3.1502295,E
2466,6.677,-3.962,-1.86,-4.368,,0.112,-1.251,1.801,-0.272,-1.495,-1.157,0.003,0.073,0.497,-9.030871,-3.1546693,5.074963,A
2467,,-0.031,4.708,-2.113,4.283,0.106,-1.842,0.865,1.604,-3.87,0.564,0.091,0.435,-0.59,-5.474887,-2.0505738,4.7756977,E
2468,,-1.007,1.248,-0.053,-4.34,-1.838,-3.392,1.062,2.003,1.989,,0.21,-0.716,0.559,0.6868606,-1.1086087,-1.4658918,A
2469,-6.362,-3.472,-1.531,0.646,1.997,0.049,-1.287,1.278,-2.466,-0.269,0.909,-2.159,1.441,,,,0.79383206,E
2470,-0.762,0.218,4.982,-0.738,0.273,4.112,0.127,,2.797,1.088,,1.695,0.098,,,2.0254173,3.5311437,A
2471,11.074,-3.63,,,-0.293,-1.516,,0.461,-0.426,-0.731,-0.148,,0.843,0.457,-7.948111,-4.112313,,A
2472,,-1.919,0.449,0.825,-3.063,-2.507,,-1.798,1.728,3.15,-1.065,-0.029,2.132,-1.243,3.8105297,,-5.184245,B
2473,,-2.486,-0.251,7.219,-3.017,-0.043,0.986,-0.6,-1.285,-1.207,0.041,0.067,-0.36,0.339,16.688276,6.2301474,-12.103614,A
2474,-7.406,-1.726,-2.794,-1.88,-1.185,-2.128,1.924,2.667,,0.357,0.014,-1.017,-1.199,0.708,-3.628337,-2.9740348,1.8139428,E
2475,11.46,-5.149,-1.993,-3.677,2.381,2.095,0.567,0.189,1.281,0.798,-0.465,-1.933,-1.729,0.262,-8.7887335,-1.6552608,6.6065145,A
2476,-6.523,,-1.443,-0.716,3.015,0.639,-2.029,-0.414,-0.563,,-0.356,,0.207,1.052,-1.5343878,-0.046086982,0.89611924,E
2477,1.369,,6.352,-2.344,-2.216,1.059,-0.061,-0.614,-1.666,1.966,-2.854,-0.674,-0.526,2.338,-3.0297794,0.03935647,,B
2478,-4.099,-2.517,-0.51,1.903,-1.613,0.21,-1.315,,-0.877,3.806,0.207,,-0.134,-0.223,4.132457,1.6836609,-2.6476712,B
2479,-5.207,0.974,-4.437,,,1.028,,0.893,-1.795,,1.791,1.404,0.859,-0.804,-3.3434267,,5.2236576,G
2480,-7.425,-4.398,-2.397,1.21,1.468,,,1.19,-2.486,0.939,0.725,-1.363,0.235,0.632,2.0326219,,-0.43781912,E
2481,-2.937,2.358,-6.075,,0.495,-0.22,0.813,-3.403,2.02,-1.58,2.181,-0.56,-0.932,,-1.721138,,4.067183,G
2482,1.408,1.913,3.991,0.94,1.623,-0.344,3.44,,0.865,,1.628,-0.067,,2.064,0.71880245,-0.20490438,1.5069757,A
2483,2.45,3.312,,1.993,4.129,-2.876,5.063,0.581,-2.16,,1.587,5.409,-1.8,1.633,4.074125,-0.8541826,-1.9933534,G
2484,-0.104,3.114,3.097,-2.702,-2.904,,,0.627,,-1.508,-0.314,0.723,-1.371,-1.22,-6.999061,,5.873258,B
2485,2.481,0.578,4.353,1.11,,2.033,2.05,,-1.512,1.731,-0.395,-2.566,,-0.292,2.2475965,2.4338348,-1.3541236,B
2486,-1.418,3.328,0.303,-2.482,-0.252,,1.481,0.196,0.796,,-0.705,-1.373,-1.222,-0.165,-5.8808646,-0.33251306,4.2759557,G
2487,2.56,,-3.979,2.526,1.924,-2.164,0.251,,0.238,2.155,-1.78,,-0.378,0.446,8.322162,1.7239304,-9.28193,G
2488,-5.901,,1.185,-1.296,4.47,-0.839,-1.562,-0.406,-0.205,0.797,-0.988,1.388,2.14,-0.181,-1.7527201,-1.162539,-0.37252522,E
2489,-5.424,-0.875,-0.057,-1.054,-0.608,-1.968,3.444,1.266,1.714,0.437,1.056,,-0.043,1.009,-2.7806497,-2.6720695,,E
2490,12.19,-5.227,,-3.036,0.959,,-0.173,0.739,1.805,,0.228,,-1.059,-0.581,-7.6042547,-2.1125216,6.241603,A
2491,,-0.349,3.741,3.718,,4.099,-2.963,1.722,0.261,1.571,2.916,0.402,-0.562,0.253,4.362644,4.354052,,A
2492,0.076,4.222,4.891,-3.036,-3.8,-3.623,-1.048,0.908,-0.815,0.208,-0.546,1.481,-1.165,-2.598,-5.244034,-4.6376867,1.6509805,B
2493,2.192,-1.111,1.226,3.163,-0.728,1.236,-0.954,-4.18,-0.791,2.052,0.386,-1.458,-0.672,1.663,6.5205092,3.3329563,-3.7397199,B
2494,-1.856,2.586,3.877,-2.08,,,-0.116,,0.337,1.397,-1.625,-0.653,-0.514,0.313,-2.0318608,-3.1883044,-2.0690284,E
2495,-5.192,,-1.97,0.97,-0.947,0.971,-0.956,1.345,0.362,-0.658,-3.263,1.93,1.505,-0.122,5.0692496,3.0687218,,A
2496,-4.248,-0.596,2.849,0.218,,0.694,1.724,0.183,,2.362,-0.289,-0.167,,-0.833,0.54400843,0.76731306,-0.50498015,E
2497,4.358,-5.325,-3.652,0.531,-2.216,-0.48,-2.91,0.687,0.179,1.696,,0.844,-1.225,0.717,1.5836315,0.25737393,,A
2498,-0.384,,-5.254,,,,-0.623,0.303,2.783,,-0.607,-0.684,0.953,-1.423,1.0978048,1.5315391,-1.0612276,G
2499,11.159,-6.514,-3.362,-3.273,2.121,1.166,0.293,-1.238,1.821,2.234,,-1.225,,0.152,-8.972465,-2.6231217,8.351675,A
2500,-1.506,0.242,0.993,-1.17,-4.488,4.973,1.022,0.414,-1.658,-0.449,-0.685,,-1.557,0.397,-3.7692885,,3.803978,B
2501,-5.903,-4.017,-0.188,0.792,1.716,0.161,-0.193,-1.528,2.159,-2.693,-0.564,-1.699,0.553,0.836,2.324012,1.0690434,-2.377417,E
2502,1.483,8.89,-3.708,1.429,2.152,-0.08,-0.07,0.483,1.417,,-0.985,-0.07,-0.184,-0.187,4.2900424,1.680739,-4.4636135,G
2503,1.295,6.513,-6.294,0.812,0.748,0.603,-1.22,,0.849,0.374,0.838,-0.592,0.261,,0.85927266,,0.72927594,G
2504,-4.063,2.396,-4.263,0.156,0.633,-1.77,1.734,1.451,,,0.493,0.72,-1.135,,0.49730062,-1.2168782,-0.40808392,G
2505,11.99,-6.215,,,1.733,0.404,-0.328,0.309,2.195,1.617,,-1.392,-1.242,0.335,-8.182987,-2.8575215,,A
2506,9.626,-3.248,-0.909,-2.96,1.277,0.505,0.581,-0.532,,-1.049,1.039,-1.461,-0.37,-0.05,-8.034171,-2.7727218,7.428053,A
2507,-6.817,-2.315,0.508,-0.856,1.683,0.129,-0.62,,2.897,-1.137,-1.479,-0.527,1.555,-0.144,-0.5941007,0.069486916,-1.4847326,E
2508,9.213,-5.057,-2.063,,,0.784,0.272,-1.294,1.412,-0.032,,0.156,,,-8.97507,,,A
2509,-5.17,-1.971,-2.417,-0.204,,0.664,,0.317,-2.361,0.927,1.55,-0.151,1.93,-1.556,-2.203629,-0.5299304,3.929289,A
2510,-4.842,-3.06,-1.268,1.615,2.168,0.13,-0.463,2.955,,1.602,,-1.803,1.758,0.802,1.7375636,0.48452175,1.4755294,E
2511,2.619,1.581,2.474,0.666,-2.635,-0.287,-3.774,,-0.554,-2.369,1.653,3.647,1.981,6.336,0.040478826,-0.4198696,2.0563574,B
2512,,-2.044,2.61,5.898,,1.117,-1.209,0.965,-0.127,2.964,4.72,-2.093,-3.588,1.21,8.696287,,0.39749146,E
2513,-3.406,1.986,,-1.622,-0.285,1.959,-0.05,-1.25,1.434,-0.861,1.813,-0.397,4.078,-1.386,-6.190159,,7.6934166,G
2514,-1.771,2.104,-3.842,-1.243,-0.749,2.26,,1.375,0.756,-0.947,0.056,,0.445,-0.317,-3.715435,0.30633038,3.674351,G
2515,,-3.118,1.022,7.984,-0.677,1.176,1.575,-3.705,2.613,-1.242,2.388,-0.072,0.666,,,6.49527,-7.8240886,A
2516,-3.583,-2.054,1.341,1.323,3.683,-0.691,-2.105,0.989,,2.374,1.414,-2.632,2.63,,1.9330546,0.016956508,0.20111465,E
2517,-4.581,-0.382,-2.192,-1.982,-3.83,2.389,-2.178,0.941,0.134,0.142,0.188,1.681,0.572,-0.93,-5.5988917,-0.3209391,5.271453,B
2518,-2.361,0.007,4.658,-1.565,,0.196,,0.082,0.471,,0.689,-1.785,1.363,0.758,-4.3584447,-1.5796608,,E
2519,-6.221,-0.506,-3.346,-0.706,1.185,-1.062,,1.809,-0.421,-0.029,0.78,-0.371,-1.226,1.521,-2.021755,-1.6654261,2.087439,G
2520,-2.009,1.053,,-1.206,3.912,0.746,0.261,-2.529,0.12,1.042,-1.604,0.021,-2.565,-0.345,,0.21339136,-0.7491963,E
2521,-0.609,2.471,4.119,-0.899,-1.894,,,-0.549,0.661,,1.939,1.188,-0.561,1.816,,-3.4507737,3.6902053,E
2522,-3.331,-1.169,1.137,0.541,0.872,,-0.503,3.566,-0.905,1.575,-1.017,,-0.511,0.668,2.763686,0.024113,-3.9663332,E
2523,,1.189,5.21,,4.307,-0.648,1.054,4.994,-0.572,1.052,0.835,-0.629,-3.441,0.212,,0.82912165,-1.9145477,E
2524,3.258,-2.045,-0.307,2.004,0.961,-1.367,,0.883,,1.043,2.041,,,-0.065,3.1367793,-0.12487829,-0.10849476,B
2525,-0.997,-1.936,0.914,3.188,-3.824,-1.4,2.647,,8.286,0.825,-1.115,-0.674,,-1.412,,2.4483044,-8.547625,A
2526,2.148,7.715,-4.137,2.624,2.83,,0.301,0.776,-0.434,0.832,-2.193,-0.62,,,8.823885,2.2398696,-10.053289,G
2527,-2.914,-1.257,-0.312,,-2.863,1.274,-3.44,-2.408,-1.814,-1.002,-0.331,0.853,,-1.808,-2.220927,0.17300001,1.680828,B
2528,8.038,-2.952,-0.77,,-0.065,0.974,-0.599,1.146,-1.179,-1.057,-0.379,0.883,-0.337,-0.812,-4.570803,-0.9301652,3.207503,A
2529,,-4.722,-4.716,-2.899,0.444,,0.248,1.347,0.822,0.866,,0.49,-0.661,0.29,-8.483421,-1.976513,8.462752,A
2530,-5.139,,-4.013,-1.125,-1.229,,,,3.166,-1.389,1.302,-2.865,1.128,-1.659,-4.256206,-0.918,5.2762847,G
2531,,8.935,-4.323,1.481,,-0.254,-1.731,,0.406,0.726,-0.145,-0.362,-0.038,-0.154,3.6572225,1.2006695,-2.9544568,G
2532,-4.514,-1.185,-0.853,-1.532,-3.266,0.266,-2.388,,2.468,,-1.251,1.388,-0.517,-1.568,-2.4274507,,0.20683885,A
2533,2.415,,-4.442,0.612,2.012,,-1.413,-0.571,0.223,0.635,-0.948,-0.242,0.769,-1.246,1.8579829,,-2.0672584,G
2534,-3.147,,-4.448,-0.962,0.638,1.791,-0.724,-2.328,-0.095,-0.579,2.15,,1.468,0.905,,-0.7808523,7.1586313,G
2535,-3.635,0.396,0.92,-2.889,-2.918,-1.593,2.18,0.644,-2.231,2.569,1.176,-2.371,-0.605,,-7.2751703,-4.0924177,6.2256885,B
2536,-1.093,,,,-2.859,-2.325,2.104,2.254,2.055,1.261,0.06,-0.229,-0.57,0.995,,-3.6427824,2.7919934,B
2537,-4.691,1.834,-3.219,-1.028,,0.099,1.146,,-1.022,-0.359,-0.695,-1.559,0.26,0.295,,,0.3811921,G
2538,-4.683,1.644,1.304,-2.34,-0.851,-3.015,3.097,0.138,,-0.025,2.157,2.256,-2.989,-1.832,-6.461276,-4.9915566,6.374755,E
2539,,-0.895,0.483,-1.311,,5.56,1.809,-1.938,-1.593,,-2.668,-0.419,-1.309,0.658,-2.378713,3.6634436,,B
2540,-1.332,1.184,5.796,,-0.756,-0.583,2.593,-3.535,0.032,0.595,1.022,,-1.044,-0.497,-2.8967876,-1.6637391,3.2361479,B
2541,3.221,8.274,0.147,-1.77,1.167,2.437,-0.739,-1.338,0.205,-2.064,0.157,1.302,-1.009,1.712,-5.0946965,,,G
2542,-6.088,,-3.762,,-3.089,0.938,-0.672,1.375,1.178,-0.043,-1.235,2.482,-1.277,-0.023,,2.8080957,-5.020857,A
2543,0.981,1.213,4.176,-1.836,-0.086,2.267,0.801,-0.886,-0.931,-0.054,-1.524,0.903,-4.014,,-3.5605407,0.5781914,1.4618938,B
2544,-4.151,2.914,-5.633,-1.764,,0.869,-0.496,-1.944,,-0.819,2.961,-0.946,1.037,-1.353,-7.252864,-2.4574695,9.561722,G
2545,9.729,,-1.615,-1.256,0.085,,-1.124,1.462,-0.518,-0.0,-0.372,-1.614,,-0.716,,-1.2101912,1.0449053,A
2546,2.336,2.375,0.721,-2.437,-5.562,1.027,-2.885,1.851,0.208,-4.16,0.437,1.91,0.652,1.773,-6.4212785,-1.692739,5.660669,B
2547,9.438,-1.42,-1.13,-2.349,0.509,-1.965,0.484,2.247,-2.255,-0.983,-0.21,-1.127,0.511,-0.635,-4.5537086,,2.2537684,A
2548,-4.721,-3.023,1.611,0.103,2.089,-2.023,-1.422,,,-0.354,-0.313,-1.216,0.524,0.577,1.242903,-1.0218695,-2.1234813,E
2549,-8.701,-3.341,-3.01,-0.952,,-0.387,1.743,2.173,-1.43,0.855,-0.401,0.312,-1.06,,-1.6815019,,0.53615034,E
2550,-7.433,-4.113,-1.618,0.192,1.861,0.079,0.355,0.339,-0.087,-1.393,0.519,0.375,,0.428,-0.08552122,-0.040826097,,E
2551,-0.81,1.351,4.239,-1.724,-2.131,0.823,,0.756,-1.536,1.597,,1.431,,-1.023,-2.3009186,0.027269661,-0.71414113,B
2552,-4.169,,2.86,-0.537,4.212,-1.065,0.055,-3.72,0.689,2.218,-2.052,0.765,0.612,,1.1132946,-0.11666083,-3.9631855,E
2553,-0.543,0.551,,,-1.902,-0.137,-3.274,-1.578,-0.77,-1.052,-0.372,-0.42,-1.815,0.087,,,1.3620993,A
2554,1.901,4.417,3.558,-3.317,-4.518,2.49,-1.381,2.426,-1.647,-2.612,-0.541,-0.66,-0.3,1.001,,-1.0572433,6.10183,A
