id,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,label
21334,51.0,2896.0,56.78,61.13,0.196,0.98,,13.48,1.05,,7.0,1.0,0
21335,13.0,,55.46,47.76,0.923,,0.08,21.77,6.59,0.38,8.85,0.23,0
21336,13.0,,46.92,,0.308,,16.97,22.95,2.81,0.0,9.0,0.38,0
21337,22.0,,14.27,11.58,0.8640000000000001,,0.05,23.4,8.91,,,0.0,0
21338,11.0,1046.0,95.09,66.1,0.636,0.18,9.63,21.33,3.5,0.0,9.0,0.64,0
21339,18.0,1373.0,76.28,,,0.17,,22.72,2.35,0.0,11.0,,0
21340,11.0,664.0,60.36,67.41,,0.18,7.22,20.65,4.8,0.0,,0.55,0
21341,117.0,4537.0,,1.61,0.017,0.01,0.42,23.48,8.51,0.0,,0.0,0
21342,,,58.53,70.51,,0.33,,23.65,5.94,0.46,8.73,0.4,0
21343,12.0,513.0,42.75,,,0.5,14.17,21.27,2.72,0.0,9.0,,0
21344,,,32.28,39.54,0.444,0.56,6.92,20.37,4.87,0.92,,0.39,0
21345,25.0,1597.0,,174.97,0.2,0.12,12.9,22.6,1.97,0.0,9.0,0.12,0
21346,15.0,635.0,42.33,46.16,0.2,0.13,1.7,23.4,7.77,0.0,11.0,0.33,0
21347,17.0,,22.53,12.74,,0.65,8.35,,3.42,1.18,,0.65,0
21348,13.0,682.0,,43.66,0.462,0.46,5.97,,4.86,0.28,8.92,,0
21349,,411.0,31.62,20.42,,0.62,7.5,20.58,,1.13,8.54,0.23,0
21350,18.0,610.0,33.89,25.68,0.1669999999999999,,,20.22,2.38,0.0,9.0,0.94,0
21351,13.0,252.0,19.38,,,0.69,2.4,22.97,6.47,0.0,9.0,0.38,0
21352,21.0,1574.0,74.95,107.14,0.7140000000000001,0.62,8.4,19.38,2.75,1.49,,0.67,0
21353,13.0,492.0,37.85,31.42,0.769,0.46,,21.32,3.62,0.0,9.0,0.62,0
21354,12.0,679.0,56.58,63.21,0.5,0.25,0.93,,8.77,0.0,9.0,0.0,0
21355,13.0,397.0,30.54,23.02,0.6920000000000001,,7.72,16.55,3.0,2.63,,,0
21356,,716.0,47.73,31.32,,,19.48,21.18,0.58,,9.8,0.0,0
21357,12.0,915.0,76.25,,0.3329999999999999,0.33,,18.18,,0.0,,0.5,0
21358,,2061.0,60.62,68.11,0.147,0.94,17.07,19.47,,0.0,9.0,0.32,1
21359,12.0,,,749.22,0.25,,2.03,,,0.0,11.0,0.42,0
21360,13.0,222.0,,24.5,0.154,0.38,8.95,10.38,0.37,0.28,8.92,0.08,0
21361,,623.0,51.92,60.07,0.583,0.42,8.95,18.47,,,9.0,0.67,0
21362,11.0,,56.73,,0.182,0.09,19.62,,0.42,,5.0,,0
21363,27.0,963.0,35.67,22.61,,,10.1,16.08,2.18,0.0,,1.0,0
21364,11.0,12867.0,1169.73,121.09,0.273,1.0,20.13,23.55,1.14,0.0,10.0,0.0,0
21365,12.0,943.0,78.58,66.76,0.667,,14.18,16.65,0.95,0.51,8.58,1.0,0
21366,13.0,697.0,53.62,33.25,0.923,0.46,8.98,20.32,3.06,0.0,,0.85,0
21367,14.0,583.0,,33.06,0.7859999999999999,0.64,11.32,16.53,2.26,0.0,,,0
21368,17.0,1486.0,87.41,93.13,0.471,0.59,8.78,18.42,3.9,0.0,9.0,0.47,0
21369,11.0,372.0,,,,0.45,7.9,18.9,,0.0,9.0,,0
21370,13.0,301.0,,20.46,0.615,0.62,,17.1,2.81,0.0,9.0,,0
21371,,1545.0,96.56,,0.313,,,21.25,4.89,0.0,9.0,0.5,0
21372,25.0,1101.0,44.04,82.88,0.72,0.36,11.1,19.45,,0.0,9.0,0.84,0
21373,15.0,1689.0,112.6,277.56,0.2,0.2,11.15,,2.64,0.83,10.6,0.73,0
21374,22.0,320.0,14.55,,0.727,,0.32,23.33,8.42,0.0,,0.27,0
21375,11.0,,19.91,24.39,1.0,0.36,11.37,20.78,,0.52,8.55,0.64,0
21376,,468.0,42.55,51.31,0.545,0.73,15.6,23.57,3.28,0.5,,0.73,0
21377,27.0,80.0,,0.19,0.222,,8.18,23.4,5.09,,9.0,,0
21378,,,38.64,52.28,0.091,0.18,8.77,,0.39,2.8,7.36,0.0,0
21379,34.0,1545.0,45.44,54.48,0.353,,,,7.22,0.34,8.94,,0
21380,11.0,,63.82,38.32,0.545,0.82,9.13,19.88,3.71,0.81,8.64,0.55,0
21381,32.0,1280.0,40.0,,0.125,1.0,12.23,15.52,1.3,0.0,9.0,1.0,1
21382,,,50.22,44.68,0.563,,6.37,23.28,5.35,0.74,8.69,0.5,0
21383,12.0,423.0,,57.77,0.417,0.25,11.33,19.68,2.58,0.0,9.0,0.58,0
21384,15.0,,270.6,424.54,0.2,0.27,,18.92,,0.52,10.87,0.73,0
21385,14.0,569.0,40.64,51.26,0.429,0.5,7.97,20.8,3.79,1.54,,0.64,0
21386,17.0,243.0,14.29,10.04,0.353,0.53,9.05,20.78,3.33,0.49,8.88,,0
21387,,300.0,25.0,35.49,0.083,0.5,17.17,22.7,1.68,,,0.08,0
21388,17.0,1783.0,104.88,112.3,0.529,,8.85,,3.98,0.0,5.0,0.0,0
21389,,471.0,36.23,73.58,0.5379999999999999,0.31,7.57,21.4,3.37,1.04,7.92,0.69,0
21390,,463.0,35.62,25.27,0.846,,9.65,20.37,3.87,0.0,9.0,0.46,0
21391,80.0,,,37.34,0.063,1.0,13.85,,1.73,0.0,,0.83,1
21392,,527.0,,35.66,0.278,0.33,8.42,15.65,2.58,2.55,4.83,0.67,0
21393,12.0,2678.0,223.17,331.33,,,9.23,18.92,3.31,1.07,9.33,0.58,0
21394,11.0,368.0,33.45,22.96,0.455,0.27,7.43,,2.67,0.6,8.82,0.91,0
21395,17.0,4174.0,245.53,304.05,0.176,0.06,10.45,21.25,2.43,0.0,9.0,0.29,0
21396,,700.0,,40.62,0.7140000000000001,0.64,9.7,21.43,4.57,0.94,8.43,0.5,0
21397,16.0,,55.19,60.99,,0.5,2.95,23.43,,0.81,8.63,,0
21398,,1824.0,72.96,,0.92,0.52,,,2.08,0.0,,0.88,0
21399,15.0,889.0,,51.61,,0.73,,,4.06,0.46,8.73,,0
21400,26.0,2453.0,94.35,,,0.08,2.12,,5.59,1.18,8.77,0.69,0
21401,85.0,4300.0,50.59,87.95,,0.94,9.67,20.38,3.0,0.0,8.0,0.54,1
21402,19.0,1132.0,59.58,73.05,0.421,0.16,7.72,20.92,,,,0.63,0
21403,23.0,308.0,13.39,9.49,,,9.7,11.97,0.67,,9.0,0.78,0
21404,11.0,,,20.23,0.636,0.45,6.98,16.9,4.01,0.0,9.0,,0
21405,12.0,428.0,35.67,34.37,0.1669999999999999,0.58,,,,0.97,,0.75,0
21406,33.0,3197.0,96.88,177.77,0.152,0.03,5.43,16.1,,0.0,11.0,0.82,0
21407,20.0,,,40.99,0.55,0.6,0.13,22.93,8.96,0.0,9.0,,0
21408,12.0,,111.5,,0.083,,10.77,,0.81,0.0,9.0,1.0,1
21409,24.0,,205.29,478.67,,0.33,0.07,23.73,10.21,1.22,8.75,0.13,0
21410,,2208.0,,17.02,0.021,0.99,12.72,17.82,1.65,,9.0,,0
21411,14.0,844.0,60.29,,,0.5,1.43,,7.85,0.0,9.0,0.29,0
21412,16.0,602.0,37.63,44.12,0.25,,11.12,20.68,2.96,,8.63,,0
21413,16.0,599.0,,42.78,0.4379999999999999,0.5,8.08,20.32,4.32,,,0.56,0
21414,35.0,,39.11,36.78,,0.51,13.03,19.23,2.04,,9.0,,0
21415,,,15.33,,,0.08,8.83,13.02,1.78,0.0,,,0
21416,21.0,338.0,16.1,14.37,0.619,0.1,6.55,22.17,4.35,0.0,,0.62,0
21417,30.0,616.0,20.53,11.13,,,0.2,6.93,2.2,,9.0,0.0,0
21418,11.0,619.0,,78.21,0.455,0.73,0.05,18.02,5.84,1.85,8.27,0.64,0
21419,14.0,,246.14,304.08,0.286,0.07,,21.37,4.8,,10.0,0.21,0
21420,,478.0,31.87,28.76,0.667,0.53,11.47,19.22,,0.0,9.0,0.93,0
21421,37.0,1530.0,41.35,67.41,0.027,0.7,0.17,22.27,6.91,,9.0,,0
21422,18.0,991.0,55.06,69.52,0.222,0.78,,20.85,5.0,,8.89,0.44,0
21423,,651.0,46.5,82.12,0.857,0.5,0.68,23.0,7.35,0.27,,0.14,0
21424,11.0,2049.0,186.27,377.55,0.091,0.09,7.03,21.82,,0.0,9.0,0.45,0
21425,13.0,470.0,36.15,34.85,0.154,,11.87,18.95,2.54,0.0,,0.69,0
21426,12.0,1183.0,98.58,203.42,,,7.07,18.15,3.0,1.03,7.83,,0
21427,19.0,324.0,17.05,,0.684,0.53,0.62,23.82,5.8,,9.0,0.37,0
21428,35.0,647.0,18.49,12.05,0.2,0.74,0.97,23.58,7.63,0.0,9.0,,0
21429,14.0,283.0,20.21,,0.5710000000000001,,,16.55,1.83,0.0,,1.0,0
21430,13.0,,31.08,18.11,0.462,,9.83,22.9,,,,0.08,0
21431,16.0,4394.0,274.63,346.63,0.375,0.5,9.83,,5.38,2.24,7.75,0.31,0
21432,15.0,414.0,27.6,23.37,0.2,,8.48,21.2,2.62,1.89,6.0,,0
21433,27.0,,136.3,156.78,,0.48,10.72,15.48,1.38,,9.0,1.0,1
21434,,1538.0,96.13,123.97,0.5,0.38,5.22,,4.59,0.0,9.0,0.38,0
21435,17.0,1100.0,64.71,84.32,0.412,0.71,8.0,,4.34,0.0,9.0,0.59,0
21436,13.0,917.0,70.54,88.4,0.385,0.31,,22.6,8.63,0.0,9.0,0.31,0
21437,31.0,,312.42,,0.129,0.03,8.98,20.7,4.15,0.0,5.0,,0
21438,11.0,4189.0,380.82,639.77,0.091,,11.07,11.97,0.29,0.0,11.0,1.0,0
21439,53.0,2178.0,41.09,,0.019,1.0,16.62,19.27,0.76,,,0.47,1
21440,,442.0,27.63,,0.5,,,17.55,4.77,0.25,8.94,,0
21441,13.0,734.0,56.46,78.06,0.5379999999999999,0.54,9.78,21.67,4.44,,8.62,,0
21442,11.0,275.0,25.0,19.35,1.0,,17.75,22.13,1.36,0.0,9.0,0.09,0
21443,12.0,392.0,32.67,52.69,0.833,0.33,,,0.56,0.0,9.0,,0
21444,11.0,2398.0,218.0,311.56,,,,16.62,2.55,0.0,9.0,0.82,0
21445,,685.0,62.27,94.7,0.455,,13.17,21.58,,0.3,,0.09,0
21446,12.0,337.0,28.08,19.75,0.25,0.25,,23.35,5.03,,9.92,0.58,0
21447,11.0,131.0,11.91,8.8,0.545,0.18,11.58,22.73,4.12,1.81,8.45,0.73,0
21448,,4142.0,258.88,495.76,0.188,0.06,15.57,22.63,1.97,,5.0,0.13,0
21449,13.0,13221.0,,0.0,0.077,1.0,20.1,23.53,1.11,,,0.0,0
21450,,668.0,,28.26,0.2689999999999999,0.85,9.35,12.95,0.98,0.0,,0.46,0
21451,15.0,,193.07,,0.133,0.27,2.32,22.23,9.22,,8.53,0.07,0
21452,,5778.0,444.46,492.97,0.154,0.23,6.87,22.63,4.76,0.0,,,0
21453,11.0,2122.0,192.91,284.14,0.455,0.55,8.43,20.47,3.5,1.81,8.45,,0
21454,,,18.25,15.17,0.406,0.41,5.98,,5.18,,,0.31,0
21455,22.0,147.0,6.68,2.03,0.318,0.05,9.47,23.05,5.02,,9.0,,0
21456,45.0,2017.0,44.82,31.91,0.111,0.84,10.55,19.05,2.03,0.42,8.91,0.98,1
21457,12.0,375.0,31.25,52.27,0.083,0.58,9.0,19.13,4.88,1.45,9.5,0.0,0
21458,12.0,397.0,33.08,22.61,0.667,0.08,10.23,,3.16,0.0,9.0,0.83,0
21459,12.0,,90.17,47.42,0.5,,11.08,13.8,,0.0,9.0,1.0,0
21460,,952.0,59.5,48.37,0.875,0.56,10.17,19.0,,,9.0,0.81,0
21461,12.0,1734.0,144.5,123.35,0.25,,7.6,21.7,4.03,0.29,10.92,0.08,0
21462,19.0,967.0,,39.45,0.684,0.26,,20.57,,0.23,9.05,0.47,0
21463,90.0,3943.0,43.81,28.35,0.044,0.99,11.85,19.67,2.22,0.0,9.0,0.81,1
21464,,13701.0,1053.92,,0.231,1.0,20.12,,1.14,,10.0,0.0,0
21465,12.0,281.0,,,0.3329999999999999,0.42,2.18,,2.41,2.34,8.0,0.0,0
21466,13.0,870.0,,,0.5379999999999999,,0.43,,,0.0,9.0,0.31,0
21467,52.0,588.0,11.31,30.05,0.135,0.35,1.37,23.1,8.6,,8.77,0.21,0
21468,13.0,2408.0,185.23,306.02,0.231,0.31,8.73,16.82,3.01,0.88,9.46,0.69,0
21469,12.0,,,,0.083,1.0,20.12,23.45,1.09,0.0,10.0,,0
21470,15.0,770.0,51.33,46.49,0.733,0.47,8.68,,,1.06,8.6,0.73,0
21471,11.0,5194.0,472.18,561.4,,0.64,9.78,13.9,1.75,0.0,11.0,0.82,0
21472,18.0,2014.0,111.89,98.84,0.5,0.61,9.32,20.53,2.66,0.32,8.89,0.89,0
21473,11.0,189.0,17.18,,0.182,0.64,18.92,23.92,1.76,0.0,9.0,0.0,0
21474,13.0,354.0,27.23,29.0,0.308,,2.87,,6.6,0.0,,0.38,0
21475,,209.0,9.09,8.05,0.13,,9.2,16.77,1.82,0.0,9.0,,0
21476,11.0,327.0,29.73,,0.727,0.55,,,,0.6,,0.82,0
21477,19.0,1606.0,84.53,,0.579,0.11,3.73,19.62,4.29,0.0,9.0,0.53,0
21478,24.0,,67.75,,,0.38,9.92,19.27,,1.22,7.25,0.71,0
21479,27.0,800.0,29.63,35.68,,0.48,0.37,,6.67,,9.0,0.3,0
21480,21.0,1203.0,57.29,45.57,0.286,0.48,,23.38,6.26,0.0,9.0,0.43,0
21481,11.0,11667.0,1060.64,97.08,0.091,0.55,20.12,,1.05,,10.27,0.0,0
21482,,808.0,40.4,34.41,0.6,0.6,1.83,,4.69,1.41,8.1,0.75,0
21483,,356.0,25.43,28.0,0.7140000000000001,,0.47,22.93,8.63,,9.0,0.0,0
21484,12.0,865.0,72.08,,0.3329999999999999,0.92,10.78,,0.24,0.0,9.0,1.0,1
21485,14.0,714.0,51.0,,0.286,0.29,0.32,,3.66,0.0,,0.36,0
21486,,635.0,35.28,23.93,0.611,0.61,8.13,21.67,,0.0,9.0,0.22,0
21487,11.0,1172.0,106.55,76.67,0.727,0.18,6.85,19.25,3.94,0.0,9.0,0.45,0
21488,16.0,897.0,56.06,49.43,0.625,0.5,8.77,19.55,3.24,0.5,8.88,0.81,0
21489,,381.0,34.64,21.54,0.636,0.73,13.68,,2.12,,8.45,0.73,0
21490,25.0,,45.96,41.07,0.32,0.52,,23.68,,,,0.44,0
21491,17.0,938.0,55.18,52.45,0.235,0.35,,21.88,3.82,0.0,9.0,0.65,0
21492,19.0,118.0,,,0.368,,0.1,23.55,5.6,0.0,9.0,0.68,0
21493,11.0,255.0,23.18,20.7,0.818,0.36,8.57,23.15,4.64,0.0,9.0,,0
21494,13.0,884.0,68.0,115.63,,0.31,,22.3,5.4,0.0,9.0,0.46,0
21495,15.0,280.0,18.67,21.24,0.3329999999999999,0.87,,14.47,1.55,0.26,8.93,1.0,0
21496,31.0,,51.03,40.58,0.387,0.23,0.57,23.82,7.92,1.36,,0.35,0
21497,14.0,266.0,19.0,17.34,,0.71,3.43,20.72,6.31,0.0,9.0,0.43,0
21498,,24367.0,2215.18,2312.83,,0.18,,21.73,3.65,0.0,9.0,,0
21499,13.0,784.0,60.31,36.68,0.308,0.23,,23.12,2.73,0.38,8.85,0.23,0
21500,,518.0,,19.72,0.563,0.5,14.42,,2.75,,8.44,0.38,0
21501,29.0,1064.0,36.69,28.8,0.138,0.34,7.72,17.08,2.59,,9.0,0.52,0
21502,110.0,14231.0,,,0.018,0.94,0.67,23.63,4.75,0.0,9.0,,0
21503,12.0,,68.92,63.66,,0.67,6.78,20.33,,0.58,8.83,0.42,0
21504,11.0,352.0,32.0,21.16,0.182,,13.4,23.1,4.24,0.0,9.0,0.36,0
21505,12.0,366.0,30.5,39.56,,0.08,17.0,20.78,1.49,0.0,11.0,0.17,0
21506,,430.0,39.09,22.46,0.636,0.64,,22.52,4.96,0.0,9.0,0.27,0
21507,11.0,,29.64,22.56,,0.82,,22.6,4.41,0.6,8.82,0.55,0
21508,30.0,1389.0,46.3,,0.133,0.33,1.23,23.75,8.16,2.07,8.2,0.07,0
21509,16.0,583.0,36.44,48.79,,0.44,14.4,23.43,2.69,0.0,9.0,0.81,0
21510,54.0,2312.0,,0.44,0.019,0.02,,6.22,1.94,0.0,9.0,0.0,0
21511,14.0,874.0,62.43,102.73,0.357,,11.9,22.65,2.82,,,0.93,0
21512,21.0,885.0,42.14,44.48,0.905,0.76,9.95,21.05,2.96,0.0,,0.62,0
21513,13.0,190.0,14.62,,0.154,0.15,8.93,13.45,1.49,,8.08,0.54,0
21514,11.0,5840.0,530.91,776.85,0.091,0.36,1.25,22.97,6.73,,,0.45,0
21515,12.0,1153.0,96.08,128.11,0.1669999999999999,0.17,16.68,20.33,1.42,,,0.58,0
21516,55.0,1645.0,29.91,,,0.87,10.58,17.88,,0.19,,1.0,0
21517,13.0,583.0,44.85,31.57,,0.31,0.32,,4.86,,8.69,,0
21518,17.0,1160.0,,,0.353,0.53,8.67,14.03,,1.46,8.65,,0
21519,23.0,1165.0,50.65,48.31,,1.0,12.83,21.77,2.24,0.63,,0.43,0
21520,22.0,1855.0,84.32,,0.091,0.55,,17.13,1.99,0.73,7.64,0.91,0
21521,16.0,697.0,43.56,26.85,0.813,,5.52,18.55,,0.34,8.88,0.75,0
21522,20.0,,96.2,117.08,0.4,0.2,11.9,21.42,3.27,,10.8,0.8,0
21523,14.0,356.0,25.43,13.64,0.071,0.43,3.68,8.55,1.63,0.5,8.64,0.0,0
21524,17.0,,97.94,81.83,0.118,0.24,9.23,16.93,3.23,0.24,9.06,0.76,0
21525,13.0,668.0,51.38,45.94,,,2.53,,5.27,0.0,9.0,0.69,0
21526,33.0,905.0,,75.85,0.061,0.06,10.27,21.15,3.67,0.0,9.0,0.7,0
21527,53.0,,40.15,95.04,0.057,0.09,7.47,,2.87,0.0,9.0,0.04,0
21528,14.0,,26.93,,0.214,0.07,22.53,22.82,0.08,0.0,,0.0,0
21529,28.0,483.0,17.25,17.28,0.893,0.68,0.63,22.27,7.03,0.0,9.0,,0
21530,13.0,1317.0,101.31,66.87,0.077,,8.32,22.77,4.71,1.56,7.62,0.08,0
21531,11.0,,,23.65,0.545,,12.48,18.8,1.92,0.0,,,0
21532,212.0,5385.0,25.4,,,0.99,10.5,18.77,2.3,0.75,,0.83,0
21533,,2203.0,34.42,46.58,,0.98,,17.02,1.47,0.0,8.0,0.98,1
21534,40.0,945.0,23.63,13.55,,,10.65,17.22,1.34,0.0,9.0,1.0,1
21535,,1387.0,99.07,139.7,0.429,0.64,,20.83,5.58,,9.0,0.29,0
21536,,1131.0,70.69,95.53,0.188,,7.25,,3.28,,,,0
21537,26.0,217.0,8.35,,0.077,0.04,,15.57,5.13,0.0,3.0,0.5,0
21538,18.0,423.0,23.5,,0.944,,0.6,21.18,7.39,0.0,,0.11,0
21539,13.0,229.0,,7.68,0.231,,,,1.16,0.75,8.69,0.92,0
21540,14.0,779.0,55.64,,,0.71,12.87,22.3,2.51,0.53,8.86,0.36,0
21541,18.0,,103.5,87.02,0.222,0.11,7.77,14.6,2.74,0.94,5.22,0.72,0
21542,11.0,914.0,83.09,200.67,0.909,0.27,7.93,23.33,5.19,0.0,9.0,0.18,0
21543,19.0,234.0,12.32,4.81,0.474,,3.6,22.68,,0.0,9.0,0.26,0
21544,,773.0,38.65,27.69,,,5.52,19.22,4.26,0.0,9.0,0.6,0
21545,12.0,,65.5,80.11,0.5,,7.9,19.75,,,9.0,0.42,0
21546,,,33.93,20.04,0.7859999999999999,0.5,11.38,,4.06,0.8,8.79,0.5,0
21547,15.0,4530.0,302.0,876.51,0.4,0.6,9.55,18.62,2.88,1.03,7.93,0.87,0
21548,,327.0,,7.93,,0.05,,13.35,1.23,,,0.29,0
21549,12.0,844.0,70.33,77.25,0.1669999999999999,,12.62,,2.68,0.0,5.0,0.75,0
21550,153.0,2181.0,14.25,11.46,0.02,0.1,0.02,23.98,7.05,,8.13,0.44,0
21551,,3331.0,53.73,54.55,0.032,,15.57,,1.25,0.0,9.0,0.45,0
21552,12.0,911.0,,152.45,0.917,1.0,11.47,15.35,1.39,0.0,9.0,1.0,0
21553,12.0,4814.0,401.17,331.44,0.3329999999999999,,10.18,19.7,,0.58,10.83,0.92,0
21554,13.0,13461.0,1035.46,66.56,0.077,,20.12,23.67,1.14,0.0,10.0,0.0,0
21555,,761.0,58.54,,0.385,,11.13,20.32,3.15,1.01,8.23,0.69,0
21556,16.0,291.0,18.19,16.47,0.813,0.56,1.08,19.55,6.07,0.0,9.0,0.06,0
21557,,645.0,35.83,16.93,0.944,0.06,,16.73,,,9.0,0.78,0
21558,11.0,491.0,44.64,47.29,,,14.38,17.43,,0.0,9.0,1.0,0
21559,15.0,797.0,53.13,44.82,0.733,0.6,4.53,22.23,5.58,1.46,8.0,0.13,0
21560,11.0,,37.64,,0.364,0.55,11.22,14.72,,2.0,,1.0,0
21561,11.0,375.0,34.09,,0.545,0.64,7.37,21.57,5.08,,,0.18,0
21562,11.0,209.0,19.0,16.21,0.545,0.27,9.3,18.38,3.51,0.0,9.0,0.64,0
21563,11.0,561.0,51.0,42.67,0.636,0.64,5.73,19.42,5.18,0.0,9.0,0.36,0
21564,11.0,,95.73,150.29,0.182,0.55,9.95,22.88,,0.6,8.82,0.09,0
21565,14.0,1047.0,74.79,82.42,0.286,0.07,1.28,23.27,8.59,0.0,9.0,0.14,0
21566,13.0,,,,0.462,0.62,,23.83,4.22,1.66,8.54,0.77,0
21567,15.0,878.0,58.53,36.05,0.2,,9.92,18.62,2.87,1.6,8.47,0.87,0
21568,14.0,397.0,28.36,23.85,0.643,0.71,14.87,19.17,,0.0,9.0,0.71,0
21569,13.0,625.0,48.08,57.64,0.462,0.38,4.67,23.95,7.25,0.55,8.85,,0
21570,24.0,3191.0,132.96,229.98,0.25,0.67,,,4.81,1.53,,0.46,0
21571,,533.0,48.45,,,0.55,,22.95,5.83,0.0,,0.36,0
21572,13.0,,20.92,9.09,,0.54,10.1,14.82,1.78,,9.0,1.0,0
21573,21.0,1467.0,69.86,35.73,0.095,0.24,,22.1,2.79,2.12,,0.86,0
21574,12.0,595.0,49.58,51.61,0.1669999999999999,0.42,13.2,20.87,,0.58,8.83,0.33,0
21575,13.0,325.0,25.0,39.85,,,1.15,22.93,6.1,0.55,8.85,0.31,0
21576,,2135.0,,138.35,0.125,,7.97,,3.22,0.0,,0.81,0
21577,,247.0,16.47,,0.933,0.87,6.78,19.0,,0.52,,0.53,0
21578,12.0,462.0,38.5,38.24,0.583,,12.78,19.75,2.41,0.0,9.0,,0
21579,14.0,352.0,25.14,24.95,,0.36,0.15,18.87,,0.0,9.0,0.43,0
21580,,1334.0,34.21,23.35,0.231,1.0,14.67,,,0.0,9.0,0.59,1
21581,15.0,267.0,17.8,0.77,0.267,0.07,8.07,22.28,4.6,,9.0,0.53,0
21582,15.0,913.0,,,,,8.85,9.73,0.34,0.51,,0.0,0
21583,,,47.92,37.68,0.1669999999999999,0.5,10.82,21.98,4.79,0.52,8.5,,0
21584,15.0,860.0,,64.39,0.5329999999999999,0.4,6.1,20.05,4.14,0.0,9.0,,0
21585,11.0,,343.55,475.98,0.182,,,20.32,6.07,0.0,11.0,,0
21586,20.0,1126.0,56.3,53.6,0.35,0.7,0.05,,5.73,0.0,9.0,0.5,0
21587,11.0,910.0,82.73,100.34,0.273,0.36,12.85,22.82,,,8.73,0.27,0
21588,13.0,627.0,48.23,58.48,0.769,0.69,10.73,23.9,4.22,0.38,8.85,0.77,0
21589,12.0,265.0,22.08,21.14,0.667,0.5,10.28,19.52,2.62,0.0,9.0,0.92,0
21590,13.0,,34.92,34.73,0.462,,7.6,12.48,1.7,0.51,9.38,0.77,0
21591,,604.0,2.04,0.61,,0.01,0.92,,9.23,0.0,9.0,,0
21592,11.0,339.0,,45.4,0.455,0.64,1.88,21.25,5.48,0.3,8.91,0.27,0
21593,,,64.0,74.0,,0.45,12.77,20.35,2.57,,,0.64,0
21594,17.0,571.0,33.59,28.81,,,7.33,14.32,2.43,,9.0,0.65,0
21595,,1779.0,,286.3,0.273,0.55,11.05,23.6,,0.6,,0.82,0
21596,14.0,985.0,70.36,52.44,0.071,0.07,0.02,0.68,0.19,0.0,,0.0,0
21597,,,46.93,30.54,0.4,,,17.87,2.15,0.52,8.87,1.0,0
21598,,,,49.94,0.455,0.73,,23.17,4.11,,8.09,0.73,0
21599,12.0,7268.0,605.67,514.47,0.1669999999999999,,12.72,21.8,4.12,0.0,11.0,,0
21600,12.0,425.0,,24.27,0.583,,1.47,17.55,7.24,,,0.67,0
21601,24.0,2197.0,91.54,,0.375,,7.77,19.55,,1.66,,0.25,0
21602,12.0,,56.92,52.73,,,0.22,23.88,7.94,1.03,8.17,,0
21603,14.0,,59.71,,,0.43,14.95,20.57,1.88,0.94,,,0
21604,29.0,,21.66,18.66,0.862,0.62,1.9,23.68,6.96,0.0,9.0,0.24,0
21605,21.0,477.0,22.71,,0.952,0.71,0.13,23.92,8.46,0.0,9.0,0.19,0
21606,29.0,1152.0,39.72,,0.172,,11.35,12.62,0.4,0.0,,,0
21607,,,,,0.313,0.44,5.97,,5.18,0.81,,0.19,0
21608,41.0,3212.0,78.34,450.8,,0.07,16.13,22.18,2.16,0.22,11.95,0.37,0
21609,15.0,733.0,48.87,,0.733,0.6,9.3,22.58,3.91,0.59,8.73,0.8,0
21610,14.0,435.0,,24.99,0.214,0.64,8.97,20.37,5.04,0.0,9.0,,0
21611,13.0,868.0,,,0.5379999999999999,,9.58,,4.12,2.22,7.92,0.46,0
21612,,33.0,3.0,0.0,0.182,0.09,8.3,20.83,5.1,,,,0
21613,18.0,775.0,,56.72,,0.44,12.57,,2.77,0.0,,0.22,0
21614,11.0,305.0,27.73,17.53,0.545,,1.22,20.53,6.42,0.6,8.82,0.18,0
21615,16.0,3051.0,190.69,427.65,,0.31,7.63,21.58,,1.02,6.38,0.0,0
21616,13.0,192.0,,13.82,0.231,0.15,16.9,20.42,,,9.15,,0
21617,22.0,,,265.16,0.136,,9.23,23.33,4.76,0.0,5.0,0.14,0
21618,,942.0,,56.42,0.435,,3.25,23.73,,0.0,9.0,0.48,0
21619,12.0,352.0,,21.24,0.25,,7.23,21.97,5.4,0.0,9.0,0.42,0
21620,,1427.0,37.55,22.61,0.026,0.03,13.85,,0.59,,8.0,1.0,0
21621,11.0,11907.0,1082.45,112.1,0.091,,20.43,,1.03,,10.0,0.0,0
21622,12.0,2290.0,190.83,258.08,0.833,,8.38,15.47,2.41,0.78,8.67,0.42,0
21623,11.0,297.0,,,0.273,0.91,0.6,17.28,4.69,0.0,,0.55,0
21624,14.0,217.0,15.5,8.46,0.7859999999999999,0.5,8.13,15.82,2.48,,,0.71,0
21625,14.0,1887.0,,450.6,0.357,0.29,15.38,20.13,2.07,0.5,9.36,,0
21626,146.0,2265.0,15.51,11.94,0.0139999999999999,,0.18,23.97,6.78,0.36,,,0
21627,15.0,384.0,25.6,24.09,,0.4,3.32,23.97,7.18,0.0,9.0,0.33,0
21628,16.0,3090.0,193.13,214.19,0.188,,9.77,16.05,2.39,2.58,6.5,0.88,0
21629,12.0,,70.0,,0.583,0.67,10.12,21.88,3.74,0.89,8.33,0.75,0
21630,14.0,284.0,20.29,,0.143,0.64,10.78,,3.97,1.03,7.86,0.64,0
21631,17.0,1355.0,79.71,104.68,0.059,0.24,12.63,22.8,3.15,0.0,11.0,0.76,0
21632,,6139.0,72.22,67.53,0.035,,10.25,17.88,2.21,0.0,9.0,1.0,1
