id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,label
5609,-3.952,,19.943,-1.113,-0.706,,-0.201,-0.319,6.0,0.0,0.03,-0.296,,0.354,-0.009,A
5610,-14.791,P,-11.241,,0.042,-0.182,,1.71,1.508,4.0,1.009,-0.959,1.581,-0.496,-0.211,B
5611,,N,,-1.896,-0.555,-0.017,-1.009,3.659,4.0,1.0,-0.004999999888241291,0.008,0.67,-0.428,-1.239,B
5612,,S,20.212,-1.112,-0.394,0.868,-0.571,-0.765,1.081,1.0,1.029,-0.575,-0.135,0.305,,A
5613,-8.284,O,,5.738,-2.585,-3.997,0.441,-1.506,-0.648,-0.72,2.625,0.831,2.401,,,L
5614,-14.354,P,-11.185,-1.502,0.638,-0.404,-2.876,,1.471,2.0,,-0.784,0.658,-0.401,0.367,F
5615,-3.911,R,,-1.359,,0.626,0.018,-0.338,,4.0,1.049,-0.282,,-0.242,0.108,A
5616,21.395,U,,-0.938,-1.107,-1.528,-0.459,-0.373,,0.0,0.018,-0.179,0.792,0.513,,G
5617,-6.316,Q,18.395,-0.593,,-0.211,,0.076,,0.0,0.031,2.15,0.403,0.029,0.334,A
5618,-5.731,S,18.757,,1.207,-0.379,0.07,0.481,,2.0,4.033,2.038,,0.985,,C
5619,8.194,Q,1.184,3.643,-0.539,1.697,1.358,0.018,-2.499,7.139,-1.3680000305175781,-1.663,-0.748,0.16,-2.776,K
5620,-4.55,K,-1.796,-2.42,,,1.17,,0.79,0.493,-0.4269999861717224,-0.11,-0.675,-1.466,-0.368,J
5621,-3.565,Q,-2.58,7.034,-2.736,,0.132,-2.995,-0.303,-0.219,0.8610000014305115,,2.718,-1.956,2.441,L
5622,,,14.563,,1.205,-0.465,0.686,0.59,5.0,4.0,-0.21199999749660492,2.863,,,,A
5623,-6.178,Y,1.082,8.502,-4.793,0.671,-1.352,4.469,2.163,-4.011,0.3330000042915344,,,1.248,-1.382,L
5624,-12.447,O,-13.248,-1.394,,-0.407,1.107,-3.713,-1.506,1.0,0.210999995470047,-1.492,0.867,,0.205,B
5625,,K,-0.932,-1.521,-1.134,-1.241,,0.833,1.305,,-1.2719999551773071,-0.559,0.212,1.625,0.504,J
5626,-6.504,J,-2.014,,-1.892,,2.783,0.586,,,,,0.567,0.448,-0.295,J
5627,-4.345,,19.634,,,0.233,-0.15,-0.279,5.0,4.0,1.066,0.552,-0.448,0.014,,A
5628,15.434,Q,-2.465,,,4.436,-3.112,0.871,-0.594,1.0,1.023,-1.396,-0.112,0.842,,D
5629,-5.849,R,19.038,-0.448,-0.527,0.129,0.722,-0.072,7.0,1.0,-0.06499999761581421,-0.795,-0.034,-0.09,-0.416,A
5630,20.914,U,-4.67,-0.669,,-1.094,-0.431,0.5,0.457,-0.196,,,-0.666,-0.041,0.832,K
5631,-13.703,L,,-1.369,,-1.454,0.945,1.687,-2.536,1.0,1.008,0.134,0.221,,0.028,F
5632,0.366,K,1.451,-0.622,0.234,1.092,-2.219,0.072,,1.0,0.9649999737739563,0.146,-0.681,,-0.493,E
5633,,P,-12.407,1.79,-1.089,-0.622,-1.815,0.419,,1.0,1.032,1.246,0.239,,-1.723,F
5634,-4.636,R,19.283,-0.857,0.182,0.349,-0.115,,,1.0,,,-0.279,,0.389,A
5635,,T,,-1.243,-0.56,-1.019,0.336,,0.044,0.0,0.062,,0.364,,0.484,G
5636,-14.674,N,-7.749,-1.167,1.121,-1.422,-1.431,3.213,3.0,0.0,0.006,-1.291,2.298,-0.662,-0.489,B
5637,,W,-2.095,-0.228,,5.914,-1.63,0.438,-1.719,1.0,1.063,,2.855,,-0.904,D
5638,-11.953,O,-13.145,-2.355,,,2.322,-1.285,-1.111,0.0,-0.18799999356269836,-0.356,,0.409,0.246,B
5639,17.068,I,-3.332,2.512,,0.017,1.248,0.297,2.0,4.0,0.01899999938905239,-1.853,-0.566,-0.919,-0.81,C
5640,-5.4,S,19.288,-0.876,,0.191,0.285,-0.986,0.884,4.0,1.051,,0.328,-0.065,0.492,A
5641,-7.885,P,-0.333,2.945,3.267,,3.021,-0.091,2.0,1.0,1.053,,1.009,-0.407,0.767,C
5642,-14.186,O,-11.483,-1.701,0.432,-0.316,0.533,-0.911,-0.721,1.0,1.054,-1.668,0.943,-0.405,-0.99,B
5643,-11.06,P,-13.708,-0.624,0.875,0.145,-2.85,,2.286,0.0,0.037,1.226,0.156,-0.29,1.372,F
5644,-4.065,S,20.007,,-0.72,0.58,-0.339,-0.42,3.0,0.0,0.02,-0.589,0.042,0.246,0.023,A
5645,,L,0.415,-0.765,,,-1.952,0.482,1.0,0.0,0.02,-0.282,,,-2.041,E
5646,-2.597,,-13.216,-0.484,-0.494,6.564,4.966,3.257,-2.743,1.0,1.059,0.413,-2.836,,0.098,D
5647,-9.02,R,14.728,0.291,,-1.902,,1.831,2.0,1.0,1.02,1.399,-0.229,-1.534,0.707,A
5648,-15.317,,-8.786,-1.594,0.148,-0.717,-0.733,2.882,6.0,0.0,0.06,,1.986,-0.88,-0.937,B
5649,-2.499,L,0.021,-1.82,,-0.109,-0.766,-0.059,0.176,4.0,,-0.056,-0.579,0.521,-0.787,E
5650,21.241,,-3.681,-1.37,-0.915,-1.317,-0.286,-0.272,-0.81,-0.757,-0.08699999749660492,-0.017,0.311,,-0.387,G
5651,2.559,J,-0.876,-0.607,3.212,1.02,-3.411,,4.0,2.0,4.021,0.735,0.483,-0.665,-1.249,C
5652,,T,-4.218,,-0.7,,-0.159,-0.036,,-0.537,-0.27300000190734863,-0.125,-0.309,0.088,,G
5653,,Q,,,0.137,0.211,-1.236,-3.864,1.549,1.0,0.9480000138282776,-0.235,-0.591,,0.181,F
5654,,O,-11.655,,-0.618,1.848,0.43,,-1.845,1.0,1.054,,-0.907,-0.018,,D
5655,-5.178,,-1.146,-1.045,-0.39,,1.99,,-0.387,0.229,1.3109999895095825,,-1.024,0.937,-0.118,J
5656,-3.988,R,19.63,-1.277,-0.522,0.629,-0.268,-0.249,5.0,4.0,1.013,-0.016,-0.175,-0.081,,A
5657,,N,,4.278,-3.399,2.143,-0.065,4.748,0.033,0.014,,5.271,-0.812,4.128,-1.508,L
5658,20.421,,,,,,,0.029,-0.384,-1.218,-0.2409999966621399,,-0.441,0.023,0.449,K
5659,19.404,S,-1.09,1.073,,-0.932,0.741,-0.878,1.402,4.0,1.005,-1.176,0.572,-0.302,,C
5660,,Q,-16.154,1.065,-1.6,0.376,-0.826,-0.677,3.993,0.391,1.3200000524520874,,-3.015,0.156,0.441,L
5661,-6.223,I,,-2.138,0.333,-0.556,2.028,0.668,0.576,0.0,-0.5379999876022339,0.751,0.584,0.976,2.549,E
5662,,Y,1.939,1.513,2.87,0.858,,,-3.158,-2.097,-1.2079999446868896,0.232,0.65,-0.428,-0.827,K
5663,-12.829,Q,,-1.416,0.51,-0.143,-2.112,-2.681,1.847,0.0,0.014,,,0.602,0.276,F
5664,1.24,I,0.029,,0.901,0.654,-2.534,0.736,4.0,2.0,4.02,,-1.38,-1.442,-0.202,E
5665,11.034,,,4.265,,1.466,,-0.24,3.248,0.0,-1.2599999904632568,,-0.411,1.077,-2.502,C
5666,-2.261,,-8.913,,,1.317,-2.403,,2.333,0.312,0.1899999976158142,,-4.343,2.459,,L
5667,-3.119,S,20.17,-1.018,-0.529,,-0.665,-0.816,0.98,1.0,1.065,-0.636,,0.096,0.07,A
5668,-6.981,I,-1.44,-0.329,0.867,-0.688,2.571,,1.019,0.0,,0.89,,,2.259,E
5669,,,-0.455,,,,1.956,,,0.73,1.5180000066757202,0.055,-0.957,1.352,,J
5670,20.699,X,-2.675,0.033,-0.531,0.596,0.208,,1.16,-0.763,0.6230000257492065,-0.583,,0.241,0.119,G
5671,17.707,,-0.447,1.674,0.988,5.541,3.958,0.886,-1.659,1.0,1.028,-1.558,1.297,-1.635,,D
5672,0.529,K,-0.226,0.056,1.618,0.4,-2.261,-0.066,3.0,3.0,4.01,-0.938,-1.428,0.534,-1.926,E
5673,-2.187,,20.134,-1.08,-0.297,,,-0.406,0.786,3.0,0.1120000034570694,-0.501,-0.249,0.454,0.093,A
5674,-14.263,P,,-1.597,-0.044,-0.015,,0.802,1.365,4.0,1.008,-1.034,0.226,-1.106,-0.125,B
5675,16.449,V,2.86,5.105,7.477,-1.545,,-0.263,2.779,0.0,-2.7929999828338623,-1.381,-0.021,-0.954,-1.073,C
5676,5.651,I,0.157,,,3.968,,,-1.324,4.0,1.024,0.189,0.443,0.834,-0.006,E
5677,,,,3.935,10.13,-3.496,,-0.95,2.0,4.0,1.1239999532699585,,-3.307,0.816,3.616,C
5678,21.137,T,-2.471,-0.75,-0.394,,,,0.109,1.0,1.021,-0.315,,0.04,-0.402,G
5679,-3.45,S,20.243,-0.991,-0.469,0.819,-0.636,-0.579,1.027,2.0,,-0.269,-0.248,,0.303,A
5680,-14.434,O,-10.143,-1.137,0.288,-1.54,-1.945,,0.151,0.0,-1.190000057220459,-1.345,2.223,-0.378,-1.034,A
5681,-4.707,R,17.924,0.194,,,0.224,-0.366,1.374,1.0,1.014,0.228,0.51,0.508,,A
5682,,T,-3.785,1.908,1.435,0.329,0.767,,1.528,3.0,-0.4490000009536743,,-0.171,-1.107,-0.412,C
5683,19.255,U,-0.769,1.322,-1.9,0.251,1.141,-0.147,,2.095,-0.5189999938011169,0.375,1.886,0.006,-1.098,K
5684,,,-3.487,-0.241,,0.076,,,-0.003,0.521,,-0.71,,0.695,0.2,G
5685,-5.16,,17.303,-1.412,0.681,-0.068,0.694,-0.519,-1.337,4.0,1.043,-2.028,,,-0.335,C
5686,-4.097,,19.908,-1.179,-0.388,0.755,-0.56,,2.0,1.0,1.036,-0.566,,0.39,0.122,A
5687,-3.514,S,20.089,-1.168,-0.494,,-0.481,,4.0,1.0,1.03,-0.582,-0.125,,0.141,A
5688,-14.06,M,-2.968,-1.205,0.513,,-2.362,6.511,-0.799,0.0,,1.357,2.186,-1.273,0.126,B
5689,-11.503,N,8.938,1.238,0.18,-1.667,,,-1.393,0.0,0.029,-2.152,-0.477,-1.595,-1.501,C
5690,-15.756,N,-6.461,-2.247,0.523,-1.526,-1.34,3.901,-1.087,1.0,-1.187999963760376,-0.85,2.503,,-0.757,B
5691,-0.899,L,0.771,-1.048,1.166,1.634,-2.526,-0.214,-1.691,1.0,1.043,0.002,-0.537,0.59,-0.936,E
5692,-15.303,P,-9.842,,1.012,,-2.056,0.636,1.0,0.0,0.05,-1.332,1.971,0.039,0.847,F
5693,-3.536,S,20.173,-1.003,-0.452,0.946,-0.663,-0.753,1.162,2.0,0.16099999845027924,-0.685,,0.225,,A
5694,1.567,K,5.268,4.987,10.863,-0.446,5.037,1.297,-0.963,1.0,1.065,0.188,,,-6.146,C
5695,19.303,,-5.013,,-1.034,,,,3.0,3.0,2.1440000534057617,0.956,,1.154,,D
5696,2.466,J,0.37,0.162,3.772,0.447,-3.363,0.481,1.0,0.0,2.372999906539917,-0.637,-1.898,,-3.414,E
5697,,V,-2.125,1.543,,,4.416,0.312,7.0,1.0,1.006,-1.277,1.069,-1.619,-0.519,C
5698,-3.705,S,19.912,-1.341,-0.773,1.085,-0.286,-1.117,1.037,1.0,1.068,-1.031,0.051,,-0.173,A
5699,-4.096,J,1.411,-0.633,,-0.396,1.673,2.052,-1.442,,,-0.592,-0.786,2.355,0.391,J
5700,-2.993,S,20.312,-1.101,-0.109,0.829,-0.586,-0.675,1.038,4.0,1.022,-0.393,-0.134,0.121,0.15,A
5701,20.927,U,-4.16,-0.683,-1.242,-1.146,,,0.684,-0.301,,0.285,1.227,,0.171,K
5702,-2.714,R,20.148,-1.198,,0.844,-0.731,,0.96,0.0,0.013,,,-0.043,0.29,A
5703,21.118,U,-3.297,,-0.669,-0.376,0.101,0.482,-0.904,0.241,,0.051,-0.555,-0.12,,K
5704,-5.371,,-5.334,9.003,-4.34,1.018,,0.578,-1.237,-1.14,-2.2119998931884766,-1.258,1.46,2.535,0.772,L
5705,-5.9,,18.433,-0.805,-0.261,0.571,-0.155,,7.0,1.0,1.05,-0.19,-0.356,-0.302,,A
5706,-4.365,Q,,5.273,10.531,-4.708,0.359,0.879,-3.503,4.0,1.029,-1.125,,0.823,6.383,C
5707,7.47,P,-7.175,6.266,-5.691,2.556,-0.215,2.874,,0.679,-1.6790000200271606,0.213,,0.933,-1.54,L
5708,-6.225,U,-4.29,9.17,-3.77,,-0.59,2.698,2.162,,1.7259999513626099,-3.299,-4.513,-0.977,-2.353,L
5709,21.467,U,-1.273,-0.895,-0.482,-1.394,-0.25,-0.647,-0.591,0.0,-0.04899999871850014,0.106,0.599,,-0.537,G
5710,-3.783,S,20.129,-1.12,-0.489,,-0.576,,6.0,0.0,0.032999999821186066,-0.326,-0.155,,0.307,A
5711,-5.774,,-16.129,1.419,-2.61,0.944,-1.698,1.172,2.962,1.466,-0.2240000069141388,,-3.498,2.394,,K
5712,-4.275,S,19.906,-1.028,-0.548,0.984,-0.189,,1.335,0.0,0.004,-1.029,0.043,,0.05,A
5713,20.337,S,-4.962,-1.318,-0.827,-0.445,0.349,,-0.465,-0.74,-0.31200000643730164,0.063,-0.957,0.266,,K
5714,-13.4,O,-13.327,,0.035,-0.041,-0.506,-0.93,-1.157,4.0,1.049,-0.749,0.339,0.499,,F
5715,19.757,T,-3.347,-0.75,0.052,0.519,1.364,0.529,-0.955,-0.123,-1.0670000314712524,-0.113,,-0.843,-0.6,G
5716,20.865,U,-3.667,-0.423,-0.891,-0.99,,-0.139,,-0.166,0.8579999804496765,0.502,1.358,0.132,0.292,G
5717,-2.733,S,20.208,-0.99,-0.184,0.868,-0.703,-0.596,7.0,1.0,-0.3479999899864197,0.061,-0.401,0.012,0.445,A
5718,-0.892,L,,-1.749,0.467,0.889,-1.933,-1.119,-0.69,1.0,1.039,0.568,-0.005,-0.811,,E
5719,-5.277,,,-0.085,-0.031,-0.24,,-0.053,-1.552,4.0,1.031,3.128,0.119,,-0.245,A
5720,0.528,L,0.088,-0.393,0.296,0.667,-2.703,0.261,1.0,0.0,0.006,0.117,-1.191,-0.554,-0.405,E
5721,0.654,I,0.449,6.963,-5.099,1.229,,0.201,-0.734,,-3.184999942779541,-1.587,2.319,3.146,,L
5722,-13.955,N,-2.296,-2.744,0.945,,,7.285,2.0,1.0,1.036,-0.046,3.389,-0.456,-0.36,F
5723,-3.814,N,-5.24,2.219,8.207,-1.339,,2.357,-1.868,4.0,1.059,-1.002,-3.74,,6.295,C
5724,,L,-0.667,,-0.377,,0.907,-0.453,0.165,4.0,-1.527999997138977,0.294,-0.339,0.457,0.415,E
5725,21.067,U,-4.665,-1.251,-0.911,-1.319,-1.03,-0.127,0.202,-1.172,0.7860000133514404,-0.108,0.765,0.394,0.878,G
5726,,S,19.908,-1.03,-0.651,0.896,,-0.733,0.972,0.0,0.051,-0.256,-0.085,0.21,,A
5727,-10.722,N,,3.406,,-4.715,2.16,-0.372,6.0,0.0,0.045,-0.199,-2.321,0.974,5.24,C
5728,21.301,U,-2.891,,-1.02,-1.545,-0.614,-0.653,0.254,,0.47600001096725464,,1.321,0.335,0.084,G
5729,21.316,U,-3.592,-1.308,-0.823,-1.224,,-0.544,-0.606,-0.647,0.06199999898672104,-0.144,0.341,0.132,-0.558,G
5730,-11.828,,-14.77,-1.311,,0.805,-2.053,-1.261,,1.492,-1.4179999828338623,,-1.349,0.526,0.704,L
5731,21.355,U,-2.945,-1.192,,-0.906,,-0.038,-0.766,0.0,0.009,-0.2,0.021,,-0.227,G
5732,-3.393,S,20.16,,-0.67,0.743,-0.562,-0.527,4.0,2.0,4.035,,-0.226,0.267,0.199,A
5733,-3.673,S,20.106,,,0.89,-0.545,-0.791,6.0,0.0,0.23199999332427979,-0.516,-0.143,-0.084,0.027,A
5734,-3.673,S,19.873,-1.181,-0.164,,-0.558,-0.181,0.8,4.0,1.043,0.407,-0.355,0.591,-0.063,A
5735,-0.309,,,-1.285,1.074,1.764,-2.144,-1.43,-0.516,4.0,1.069,0.703,2.016,,0.811,E
5736,21.431,U,-2.715,,,-1.463,-0.777,-0.402,,-0.958,0.36800000071525574,0.176,0.698,0.471,,G
5737,,K,0.346,-0.372,2.138,1.428,-4.683,0.117,,1.0,1.024,-0.289,-1.785,-0.025,-1.385,E
5738,19.669,U,-2.34,0.035,0.037,0.753,2.21,0.074,,2.25,-2.678999900817871,-0.574,,-2.048,-1.711,G
5739,-2.825,,,-1.86,0.174,0.095,-0.487,-0.348,-0.064,0.0,0.028,,-0.763,1.056,,E
5740,-3.732,K,0.362,-1.44,-0.845,-1.21,0.495,,2.0,1.0,1.009,-0.44,,,-0.656,E
5741,-1.611,L,-0.668,-1.48,-0.583,0.092,,-0.492,,4.0,1.058,,-0.644,,-0.197,E
5742,,M,9.489,,3.485,0.565,-1.919,1.993,3.0,3.0,5.581999778747559,-0.75,-1.86,,-1.234,C
5743,10.696,T,2.22,,6.431,,-2.67,,0.13,4.0,1.032,-1.753,1.202,1.684,,C
5744,-2.963,S,,-0.989,-0.658,,-0.587,-0.49,1.331,0.0,0.055,-0.33,,0.36,0.037,A
5745,17.753,U,-5.863,0.896,-0.36,2.169,1.837,0.256,,,0.8190000057220459,,0.201,-1.379,0.419,G
5746,-5.83,I,-1.4,-0.86,,-0.549,,-0.719,0.761,0.0,0.017,0.63,,-0.626,1.386,E
5747,-11.73,P,-12.848,-0.254,1.809,,-3.445,,2.258,4.0,1.041,1.103,0.392,,0.687,F
5748,20.989,,-3.469,,-1.088,-1.478,0.19,,,,-0.4519999921321869,-0.152,0.117,0.177,-0.597,G
5749,-1.798,,-1.031,,-0.278,0.133,-1.737,,-0.01,1.0,1.063,,-1.153,-1.162,0.194,E
5750,-2.616,Q,-3.549,6.933,-2.945,-1.162,3.447,-2.877,-1.068,1.0,1.057,,-0.971,-1.274,,D
5751,,L,-0.467,-1.457,-0.442,1.073,,0.718,-0.743,1.0,0.625,-0.223,,0.018,-0.281,D
5752,21.298,V,-3.312,-0.711,-0.803,-1.074,,-0.609,0.568,-0.677,1.5679999589920044,0.197,1.938,0.438,0.135,G
5753,21.369,,-2.742,,-0.837,,0.04,,-0.841,-0.684,0.42399999499320984,,,0.304,-0.46,G
5754,21.501,U,-2.655,,-0.902,-1.511,,-0.635,-0.217,-0.815,,-0.059,1.248,,-0.438,G
5755,-9.782,O,2.42,3.953,8.723,-3.589,-0.295,0.334,-3.598,0.0,0.067,,-2.541,-0.065,,C
5756,-10.519,O,-13.262,-0.462,0.672,0.952,1.541,-3.817,-1.49,3.0,,,0.154,1.028,0.766,B
5757,,S,-3.21,-1.366,-0.526,-0.778,0.109,,-1.436,-0.322,-0.5860000252723694,-0.119,-1.594,0.209,,K
5758,-3.665,Q,-1.249,10.276,-6.201,1.36,-1.226,1.626,0.212,-2.118,-1.784999966621399,,0.984,2.173,1.649,L
5759,,I,-2.309,-0.146,-0.967,-1.614,3.473,0.74,0.512,,-0.34700000286102295,0.829,,,2.361,J
5760,21.4,U,-2.327,-1.352,-0.516,-1.541,-0.047,-0.351,-0.96,-0.449,0.13199999928474426,-0.312,0.266,,-0.537,G
5761,-14.671,P,-12.201,-1.962,-0.192,-0.056,,-0.436,0.421,0.0,-0.11599999666213989,-0.947,1.141,0.106,-0.395,B
5762,-3.819,S,4.545,5.691,3.395,-3.618,1.209,1.778,-1.06,3.0,4.063,-1.478,,1.142,-1.219,C
5763,-4.302,Y,5.06,8.714,-3.412,,,-0.031,-0.994,,-3.4690001010894775,5.35,3.367,4.741,-0.154,L
5764,,O,-10.209,-1.608,0.501,-0.792,-0.538,1.624,-0.524,1.0,0.13500000536441803,-0.997,1.056,-1.284,-0.928,B
5765,,U,-3.428,-1.315,-0.907,-1.311,-0.402,,-0.141,-0.824,0.2840000092983246,0.113,0.689,,,G
5766,-3.058,S,20.197,-1.043,-0.37,,-0.548,-0.432,0.912,3.0,4.054,-0.052,-0.124,,0.118,A
5767,-10.447,M,,1.807,1.159,,1.45,,4.0,2.0,4.06,1.844,-0.907,1.154,-0.361,C
5768,-4.557,T,19.861,-0.913,-0.96,0.582,,-0.883,0.559,1.0,1.053,-0.462,0.172,0.133,-0.276,A
5769,-11.109,O,,,0.591,3.831,4.484,-1.107,2.0,1.0,1.03,0.014,0.642,0.207,0.233,B
5770,,,-4.702,-0.5,-0.961,,-1.102,0.493,1.501,-1.413,0.8169999718666077,0.627,0.926,,1.504,K
5771,,O,14.342,0.716,1.376,-0.994,,-0.775,-2.323,4.0,,4.675,,1.111,,A
5772,-2.42,S,20.248,-0.981,-0.53,0.881,-0.844,,1.203,0.0,0.031,-0.187,,0.174,0.081,A
5773,-14.142,N,,,,-2.255,-1.43,6.607,2.0,4.0,1.005,-0.415,2.45,-2.328,,A
5774,-3.911,S,20.072,-1.155,,,-0.417,-0.77,1.214,0.0,,,,,0.209,A
5775,-11.115,N,-11.623,1.112,,,0.361,-1.105,2.0,1.0,-0.5199999809265137,0.81,-1.955,0.105,-2.434,F
5776,,O,,2.663,,,2.059,2.25,7.0,1.0,4.120999813079834,2.279,,,-0.816,D
5777,21.237,U,-2.766,-1.202,-0.67,-1.705,,-1.202,0.103,0.0,0.015,0.426,1.429,0.335,-0.393,G
5778,-11.177,P,-10.088,4.187,-0.654,-3.149,,-3.639,-1.169,0.0,0.058,3.038,-1.263,,,B
5779,19.62,U,0.465,0.584,0.483,0.935,1.168,0.273,,3.286,,-0.785,-0.667,-1.834,-1.707,K
5780,21.148,,,-1.023,-0.878,,-0.248,-0.353,,0.143,-0.527999997138977,0.408,,-0.192,-0.034,K
5781,-3.334,J,-2.704,-0.797,1.902,0.283,0.051,0.453,-0.122,4.0,1.8700000047683716,-0.831,0.511,0.107,-0.811,E
5782,21.284,U,,-1.012,-0.963,-1.586,-0.581,,0.127,-0.82,0.3529999852180481,-0.045,0.811,0.019,0.13,G
5783,-11.884,O,-13.196,-0.732,-0.292,1.032,,-0.932,5.0,4.0,1.01,0.311,,1.259,,B
5784,-7.093,R,,3.667,-0.67,,1.193,-3.089,7.0,1.0,3.2829999923706055,,-0.254,,2.078,E
5785,21.43,,,-1.207,-0.687,-1.075,-0.591,,,-0.817,,-0.141,0.823,,0.278,G
5786,-3.379,S,20.087,-1.13,-0.71,0.66,,-0.715,3.0,3.0,-0.1289999932050705,-0.332,0.053,,-0.079,A
5787,-4.148,,0.414,-1.643,-0.808,-0.515,0.754,0.046,-0.582,4.0,1.044,,-0.172,1.771,,E
5788,-2.978,O,-3.448,10.437,-3.505,-0.1,-2.086,-2.13,-2.099,-0.21,2.6689999103546143,-3.635,1.527,,2.12,L
5789,-5.043,,16.351,-0.16,-1.545,-0.948,1.027,-0.961,,0.0,0.049,0.295,-0.53,0.325,-0.543,F
5790,-3.433,S,20.096,-1.239,-0.19,0.913,-0.479,-0.755,0.954,4.0,1.025,,-0.229,-0.119,-0.014,A
5791,7.4,P,-0.267,5.019,13.071,-0.096,0.899,1.742,,0.0,0.009,-0.932,1.189,2.08,-3.856,C
5792,21.105,U,-3.429,,,-1.513,-0.431,-0.605,0.351,4.0,1.039,-0.065,0.935,0.64,0.785,G
5793,-1.003,K,,-0.849,-0.555,0.524,-1.683,0.098,-1.194,3.0,4.044,,-0.491,-0.884,,E
5794,20.933,T,-2.854,-1.205,-0.394,-0.284,-0.153,,-1.259,,-0.3330000042915344,0.062,-1.24,0.241,0.326,K
5795,-11.753,R,8.581,0.182,2.348,-2.659,-0.985,3.417,,0.0,0.034,,0.902,,0.298,A
5796,,R,,3.928,-2.023,,,0.201,-2.458,2.531,1.284000039100647,-0.294,2.04,-1.892,-0.634,L
5797,-5.258,S,18.996,-0.577,,0.487,,-1.199,0.663,1.0,1.022,,-0.15,-0.454,-0.829,A
5798,-5.335,Q,18.755,,-0.854,0.884,,-0.311,7.0,1.0,1.013,,0.298,,-0.317,A
5799,21.178,U,-3.838,-1.199,-0.492,-0.715,-0.382,0.272,-0.162,2.0,4.035,,0.129,-0.143,0.557,G
5800,-6.466,P,,,,-0.396,0.374,,-1.325,4.0,,2.52,0.005,-0.064,-0.175,A
5801,,Y,,3.448,5.886,-2.472,3.735,,1.514,0.0,0.063,,0.655,-0.992,-4.197,C
5802,,S,20.061,-1.082,-0.767,,-0.443,,1.134,1.0,1.015,,0.012,0.19,,A
5803,-1.716,X,0.732,1.116,,0.139,0.333,1.928,-2.302,0.0,0.069,,-2.221,0.996,,E
5804,21.075,T,-3.936,,-0.791,-1.119,-0.106,-0.39,-0.021,,,-0.107,0.135,0.198,0.231,G
5805,-9.94,,-13.339,-0.794,-0.304,,2.402,-2.818,7.0,1.0,1.05,1.92,-1.635,-0.205,-1.62,D
5806,,T,-3.486,,-0.685,-0.965,0.156,-0.253,-0.394,0.052,,,-0.487,-0.111,0.112,G
5807,-3.814,,19.866,-1.15,,0.221,0.026,-0.573,0.283,3.0,4.039,0.245,-0.179,-0.472,-0.044,A
5808,-6.004,K,-2.268,-1.472,-0.833,-1.396,3.009,0.554,1.201,0.577,-0.5260000228881836,0.101,0.082,0.427,0.637,J
5809,-5.973,R,18.061,,,-0.408,-0.003,0.868,-0.982,1.0,1.002,3.079,0.362,1.108,,A
5810,,P,-12.636,,-0.421,-0.073,,-0.673,7.0,1.0,1.066,,0.384,-0.009,-0.228,B
5811,-13.577,Q,,,0.445,-0.022,-2.292,-1.273,1.72,4.0,-0.4560000002384186,-0.431,0.943,,0.442,F
5812,,P,-4.742,9.045,-4.517,0.861,-0.804,0.705,-1.48,-1.093,-2.4200000762939453,-1.492,1.596,2.576,0.648,L
5813,12.525,O,-11.204,-0.77,-1.237,1.118,,2.189,2.006,1.685,,1.432,-2.501,0.187,0.144,K
5814,-8.009,,-12.812,1.448,0.61,-2.022,0.757,-2.905,,3.0,1.315999984741211,1.365,-0.899,-0.988,-1.934,B
5815,,P,-12.483,-2.136,-0.16,0.118,-1.008,0.037,2.0,1.0,1.005,-1.136,1.167,1.144,0.195,B
5816,-9.657,N,-10.48,0.496,0.939,-1.753,2.13,-2.319,7.0,1.0,,-0.19,0.775,-0.223,-0.49,A
5817,-3.752,,-0.688,-1.926,-0.479,0.005,,-0.367,0.537,0.0,0.058,-0.084,-0.1,0.299,,E
5818,,T,,-1.935,-0.92,-1.076,0.022,,-0.292,1.0,1.013,-0.188,0.059,-0.134,0.576,G
5819,-3.723,S,20.052,-1.165,-0.645,0.742,-0.417,-0.506,7.0,1.0,1.02,-0.384,,0.303,,A
5820,-4.349,,-0.345,-1.818,-0.546,-1.238,0.603,0.543,0.014,0.514,0.8799999952316284,,-1.041,-0.374,-0.424,J
5821,,U,-1.697,1.743,-0.473,,,-2.089,7.0,1.0,,1.674,4.711,-1.537,,E
5822,-3.865,S,19.95,-1.159,-0.692,0.918,-0.319,-0.695,1.123,0.0,0.23399999737739563,-0.772,-0.143,,,A
5823,-7.302,Q,17.26,-1.346,-0.44,-0.135,,,0.261,4.0,1.032,-2.356,0.161,-0.969,-0.79,A
5824,19.12,T,,0.089,0.077,0.988,0.914,0.987,,0.935,-0.18799999356269836,,-1.124,-1.351,0.601,G
5825,,,,-1.126,0.313,,-0.487,-2.958,,1.0,1.068,-0.047,-0.58,2.348,,B
5826,21.577,V,-2.523,,-0.715,-1.094,,,-0.164,-0.791,1.1890000104904175,-0.323,0.996,0.349,0.237,G
5827,-3.264,,,,-0.573,0.948,-0.738,-0.733,1.485,2.0,4.017,-0.56,-0.054,0.05,0.134,A
5828,,Q,,1.72,,-0.96,-1.459,,5.0,4.0,1.066,2.193,-1.63,-2.844,-1.813,F
5829,21.309,U,-3.956,-1.087,-1.217,,-0.747,0.192,0.139,-1.112,0.32100000977516174,,0.419,,0.534,K
